ValueSortGreedy,artificial/01_knap_un_20_100_15.csv,20,100,236,16:40:00,-,0:00:00.000333,183.0,82.0,4.0,-,-,
WeightSortGreedy,artificial/01_knap_un_20_100_15.csv,20,100,236,16:40:00,-,0:00:00.000311,228.0,81.0,6.0,-,-,
RatiosortAndConvergeGreedy,artificial/01_knap_un_20_100_15.csv,20,100,236,16:40:00,-,0:00:00.029654,228.0,81,6,-,-,
TopDownDynamicProgramming,artificial/01_knap_un_20_100_15.csv,20,100,236,16:40:00,-,0:00:00.008123,241,142,7.0,-,-,
BottomUpDynamicProgramming,artificial/01_knap_un_20_100_15.csv,20,100,236,16:40:00,-,0:00:00.013619,239,96,6.0,-,-,
FullyPolyNomial,artificial/01_knap_un_20_100_15.csv,20,100,236,16:40:00,-,0:00:00.006715,238.99505,96,6,-,-,
GeneticProgramming,artificial/01_knap_un_20_100_15.csv,20,100,236,16:40:00,-,0:00:00.017401,304,258,9,10,-,
AntColony,artificial/01_knap_un_20_100_15.csv,20,100,236,16:40:00,50,0:00:00.020785,221,96,5,236,0.75,
Randomized,artificial/01_knap_un_20_100_15.csv,20,100,236,16:40:00,100,0:00:01.000269,201,94,5,0.2,-,
BranchAndBound,artificial/01_knap_un_20_100_15.csv,20,100,236,6 days, 22:40:00,-,0:00:00.000422,236,100,6,-,-,
RatioSortGreedy,artificial/01_knap_un_20_100_15.csv,20,100,236,6 days, 22:40:00,-,0:00:00.000235,7.0,88.0,2.0,-,-,
ValueSortGreedy,artificial/01_knap_un_20_100_15.csv,20,100,236,6 days, 22:40:00,-,0:00:00.000307,183.0,82.0,4.0,-,-,
WeightSortGreedy,artificial/01_knap_un_20_100_15.csv,20,100,236,6 days, 22:40:00,-,0:00:00.000440,228.0,81.0,6.0,-,-,
RatiosortAndConvergeGreedy,artificial/01_knap_un_20_100_15.csv,20,100,236,6 days, 22:40:00,-,0:00:00.030993,228.0,81,6,-,-,
TopDownDynamicProgramming,artificial/01_knap_un_20_100_15.csv,20,100,236,6 days, 22:40:00,-,0:00:00.007720,241,142,7.0,-,-,
BottomUpDynamicProgramming,artificial/01_knap_un_20_100_15.csv,20,100,236,6 days, 22:40:00,-,0:00:00.013518,239,96,6.0,-,-,
FullyPolyNomial,artificial/01_knap_un_20_100_15.csv,20,100,236,6 days, 22:40:00,-,0:00:00.008773,238.99505,96,6,-,-,
GeneticProgramming,artificial/01_knap_un_20_100_15.csv,20,100,236,6 days, 22:40:00,-,0:00:00.017776,152,157,5,10,-,
AntColony,artificial/01_knap_un_20_100_15.csv,20,100,236,6 days, 22:40:00,50,0:00:00.018598,182,82,5,236,0.75,
BranchAndBound,artificial/01_knap_un_20_100_15.csv,20,100,236,0:10:00,-,0:00:00.000356,236,100,6,-,-,
RatioSortGreedy,artificial/01_knap_un_20_100_15.csv,20,100,236,0:10:00,-,0:00:00.000309,7.0,88.0,2.0,-,-,
ValueSortGreedy,artificial/01_knap_un_20_100_15.csv,20,100,236,0:10:00,-,0:00:00.000703,183.0,82.0,4.0,-,-,
WeightSortGreedy,artificial/01_knap_un_20_100_15.csv,20,100,236,0:10:00,-,0:00:00.000225,228.0,81.0,6.0,-,-,
RatiosortAndConvergeGreedy,artificial/01_knap_un_20_100_15.csv,20,100,236,0:10:00,-,0:00:00.023337,228.0,81,6,-,-,
TopDownDynamicProgramming,artificial/01_knap_un_20_100_15.csv,20,100,236,0:10:00,-,0:00:00.008504,241,142,7.0,-,-,
BottomUpDynamicProgramming,artificial/01_knap_un_20_100_15.csv,20,100,236,0:10:00,-,0:00:00.010349,218,91,6.0,-,-,
FullyPolyNomial,artificial/01_knap_un_20_100_15.csv,20,100,236,0:10:00,-,0:00:00.008752,238.99505,96,6,-,-,
GeneticProgramming,artificial/01_knap_un_20_100_15.csv,20,100,236,0:10:00,-,0:00:00.012656,283,393,11,10,-,
AntColony,artificial/01_knap_un_20_100_15.csv,20,100,236,0:10:00,50,0:00:00.020330,197,98,5,236,0.75,
Randomized,artificial/01_knap_un_20_100_15.csv,20,100,236,0:10:00,100,0:00:00.010365,221,96,5,0.2,-,
BranchAndBound,artificial/01_knap_un_20_100_15.csv,20,100,236,1:40:00,-,0:00:00.000329,236,100,6,-,-,
RatioSortGreedy,artificial/01_knap_un_20_100_15.csv,20,100,236,1:40:00,-,0:00:00.000365,7.0,88.0,2.0,-,-,
ValueSortGreedy,artificial/01_knap_un_20_100_15.csv,20,100,236,1:40:00,-,0:00:00.000257,183.0,82.0,4.0,-,-,
WeightSortGreedy,artificial/01_knap_un_20_100_15.csv,20,100,236,1:40:00,-,0:00:00.000301,228.0,81.0,6.0,-,-,
RatiosortAndConvergeGreedy,artificial/01_knap_un_20_100_15.csv,20,100,236,1:40:00,-,0:00:00.045451,228.0,81,6,-,-,
TopDownDynamicProgramming,artificial/01_knap_un_20_100_15.csv,20,100,236,1:40:00,-,0:00:00.008289,241,142,7.0,-,-,
BottomUpDynamicProgramming,artificial/01_knap_un_20_100_15.csv,20,100,236,1:40:00,-,0:00:00.014128,239,96,6.0,-,-,
FullyPolyNomial,artificial/01_knap_un_20_100_15.csv,20,100,236,1:40:00,-,0:00:00.006748,238.99505,96,6,-,-,
GeneticProgramming,artificial/01_knap_un_20_100_15.csv,20,100,236,1:40:00,-,0:00:00.016482,174,193,5,10,-,
AntColony,artificial/01_knap_un_20_100_15.csv,20,100,236,1:40:00,50,0:00:00.019397,205,92,5,236,0.75,
Randomized,artificial/01_knap_un_20_100_15.csv,20,100,236,1:40:00,100,0:00:00.100250,202,96,5,0.2,-,
BranchAndBound,artificial/01_knap_un_20_100_15.csv,20,100,236,16:40:00,-,0:00:00.000409,236,100,6,-,-,
RatioSortGreedy,artificial/01_knap_un_20_100_15.csv,20,100,236,16:40:00,-,0:00:00.000301,7.0,88.0,2.0,-,-,
ValueSortGreedy,artificial/01_knap_un_20_100_15.csv,20,100,236,16:40:00,-,0:00:00.000315,183.0,82.0,4.0,-,-,
WeightSortGreedy,artificial/01_knap_un_20_100_15.csv,20,100,236,16:40:00,-,0:00:00.000330,228.0,81.0,6.0,-,-,
RatiosortAndConvergeGreedy,artificial/01_knap_un_20_100_15.csv,20,100,236,16:40:00,-,0:00:00.030850,228.0,81,6,-,-,
TopDownDynamicProgramming,artificial/01_knap_un_20_100_15.csv,20,100,236,16:40:00,-,0:00:00.007842,241,142,7.0,-,-,
BottomUpDynamicProgramming,artificial/01_knap_un_20_100_15.csv,20,100,236,16:40:00,-,0:00:00.013048,239,96,6.0,-,-,
FullyPolyNomial,artificial/01_knap_un_20_100_15.csv,20,100,236,16:40:00,-,0:00:00.017245,238.99505,96,6,-,-,
GeneticProgramming,artificial/01_knap_un_20_100_15.csv,20,100,236,16:40:00,-,0:00:00.016537,195,234,7,10,-,
AntColony,artificial/01_knap_un_20_100_15.csv,20,100,236,16:40:00,50,0:00:00.017868,191,96,5,236,0.75,
Randomized,artificial/01_knap_un_20_100_15.csv,20,100,236,16:40:00,100,0:00:01.000319,160,93,4,0.2,-,
BranchAndBound,artificial/01_knap_un_20_100_15.csv,20,100,236,6 days, 22:40:00,-,0:00:00.000307,236,100,6,-,-,
RatioSortGreedy,artificial/01_knap_un_20_100_15.csv,20,100,236,6 days, 22:40:00,-,0:00:00.000417,7.0,88.0,2.0,-,-,
ValueSortGreedy,artificial/01_knap_un_20_100_15.csv,20,100,236,6 days, 22:40:00,-,0:00:00.000434,183.0,82.0,4.0,-,-,
WeightSortGreedy,artificial/01_knap_un_20_100_15.csv,20,100,236,6 days, 22:40:00,-,0:00:00.000789,228.0,81.0,6.0,-,-,
RatiosortAndConvergeGreedy,artificial/01_knap_un_20_100_15.csv,20,100,236,6 days, 22:40:00,-,0:00:00.032682,228.0,81,6,-,-,
TopDownDynamicProgramming,artificial/01_knap_un_20_100_15.csv,20,100,236,6 days, 22:40:00,-,0:00:00.006529,241,142,7.0,-,-,
BottomUpDynamicProgramming,artificial/01_knap_un_20_100_15.csv,20,100,236,6 days, 22:40:00,-,0:00:00.013922,239,96,6.0,-,-,
FullyPolyNomial,artificial/01_knap_un_20_100_15.csv,20,100,236,6 days, 22:40:00,-,0:00:00.009161,238.99505,96,6,-,-,
GeneticProgramming,artificial/01_knap_un_20_100_15.csv,20,100,236,6 days, 22:40:00,-,0:00:00.026886,237,283,10,10,-,
AntColony,artificial/01_knap_un_20_100_15.csv,20,100,236,6 days, 22:40:00,50,0:00:00.017039,177,84,5,236,0.75,
Randomized,artificial/01_knap_un_20_100_15.csv,20,100,236,6 days, 22:40:00,100,0:00:10.000251,172,82,4,0.2,-,
