AntColony,artificial/01_knap_sc_100_200_12.csv,100,200,340,16:40:00,50,0:00:00.101131,263,200,9,200,0.75,
Randomized,artificial/01_knap_sc_100_200_12.csv,100,200,340,16:40:00,100,0:00:01.000347,221,200,3,0.2,-,
BranchAndBound,artificial/01_knap_sc_100_200_12.csv,100,200,340,6 days, 22:40:00,-,0:00:00.000410,340,200,20,-,-,
RatioSortGreedy,artificial/01_knap_sc_100_200_12.csv,100,200,340,6 days, 22:40:00,-,0:00:00.000350,531.0,482.0,7.0,-,-,
ValueSortGreedy,artificial/01_knap_sc_100_200_12.csv,100,200,340,6 days, 22:40:00,-,0:00:00.000367,531.0,482.0,7.0,-,-,
WeightSortGreedy,artificial/01_knap_sc_100_200_12.csv,100,200,340,6 days, 22:40:00,-,0:00:00.000401,339.0,199.0,20.0,-,-,
RatiosortAndConvergeGreedy,artificial/01_knap_sc_100_200_12.csv,100,200,340,6 days, 22:40:00,-,0:00:00.072647,339.0,199,20,-,-,
TopDownDynamicProgramming,artificial/01_knap_sc_100_200_12.csv,100,200,340,6 days, 22:40:00,-,0:00:00.109895,340,200,20.0,-,-,
BottomUpDynamicProgramming,artificial/01_knap_sc_100_200_12.csv,100,200,340,6 days, 22:40:00,-,0:00:00.102006,340,200,20.0,-,-,
FullyPolyNomial,artificial/01_knap_sc_100_200_12.csv,100,200,340,6 days, 22:40:00,-,0:00:00.117828,339.99118999999996,200,20,-,-,
GeneticProgramming,artificial/01_knap_sc_100_200_12.csv,100,200,340,6 days, 22:40:00,-,0:00:00.013868,2051,1722,47,10,-,
AntColony,artificial/01_knap_sc_100_200_12.csv,100,200,340,6 days, 22:40:00,50,0:00:00.097131,261,198,9,200,0.75,
Randomized,artificial/01_knap_sc_100_200_12.csv,100,200,340,6 days, 22:40:00,100,0:00:10.000345,221,200,3,0.2,-,
BranchAndBound,artificial/01_knap_sc_100_200_12.csv,100,200,340,0:10:00,-,0:00:00.000477,340,200,20,-,-,
RatioSortGreedy,artificial/01_knap_sc_100_200_12.csv,100,200,340,0:10:00,-,0:00:00.000378,531.0,482.0,7.0,-,-,
ValueSortGreedy,artificial/01_knap_sc_100_200_12.csv,100,200,340,0:10:00,-,0:00:00.000319,531.0,482.0,7.0,-,-,
WeightSortGreedy,artificial/01_knap_sc_100_200_12.csv,100,200,340,0:10:00,-,0:00:00.000445,339.0,199.0,20.0,-,-,
RatiosortAndConvergeGreedy,artificial/01_knap_sc_100_200_12.csv,100,200,340,0:10:00,-,0:00:00.063369,339.0,199,20,-,-,
TopDownDynamicProgramming,artificial/01_knap_sc_100_200_12.csv,100,200,340,0:10:00,-,0:00:00.010532,284,200,12.0,-,-,
BottomUpDynamicProgramming,artificial/01_knap_sc_100_200_12.csv,100,200,340,0:10:00,-,0:00:00.011049,253,197,8.0,-,-,
FullyPolyNomial,artificial/01_knap_sc_100_200_12.csv,100,200,340,0:10:00,-,0:00:00.014721,266.99519,197,10,-,-,
GeneticProgramming,artificial/01_knap_sc_100_200_12.csv,100,200,340,0:10:00,-,0:00:00.012032,1919,1639,40,10,-,
AntColony,artificial/01_knap_sc_100_200_12.csv,100,200,340,0:10:00,50,0:00:00.096937,262,199,9,200,0.75,
Randomized,artificial/01_knap_sc_100_200_12.csv,100,200,340,0:10:00,100,0:00:00.010343,221,200,3,0.2,-,
BranchAndBound,artificial/01_knap_sc_100_200_12.csv,100,200,340,1:40:00,-,0:00:00.000465,340,200,20,-,-,
RatioSortGreedy,artificial/01_knap_sc_100_200_12.csv,100,200,340,1:40:00,-,0:00:00.000309,531.0,482.0,7.0,-,-,
ValueSortGreedy,artificial/01_knap_sc_100_200_12.csv,100,200,340,1:40:00,-,0:00:00.000307,531.0,482.0,7.0,-,-,
WeightSortGreedy,artificial/01_knap_sc_100_200_12.csv,100,200,340,1:40:00,-,0:00:00.000376,339.0,199.0,20.0,-,-,
RatiosortAndConvergeGreedy,artificial/01_knap_sc_100_200_12.csv,100,200,340,1:40:00,-,0:00:00.073637,339.0,199,20,-,-,
TopDownDynamicProgramming,artificial/01_knap_sc_100_200_12.csv,100,200,340,1:40:00,-,0:00:00.100674,340,200,20.0,-,-,
BottomUpDynamicProgramming,artificial/01_knap_sc_100_200_12.csv,100,200,340,1:40:00,-,0:00:00.101023,333,200,19.0,-,-,
FullyPolyNomial,artificial/01_knap_sc_100_200_12.csv,100,200,340,1:40:00,-,0:00:00.104320,325.99259,200,18,-,-,
GeneticProgramming,artificial/01_knap_sc_100_200_12.csv,100,200,340,1:40:00,-,0:00:00.013699,2275,1925,50,10,-,
AntColony,artificial/01_knap_sc_100_200_12.csv,100,200,340,1:40:00,50,0:00:00.098149,267,190,11,200,0.75,
Randomized,artificial/01_knap_sc_100_200_12.csv,100,200,340,1:40:00,100,0:00:00.100353,221,200,3,0.2,-,
BranchAndBound,artificial/01_knap_sc_100_200_12.csv,100,200,340,16:40:00,-,0:00:00.000429,340,200,20,-,-,
RatioSortGreedy,artificial/01_knap_sc_100_200_12.csv,100,200,340,16:40:00,-,0:00:00.000370,531.0,482.0,7.0,-,-,
ValueSortGreedy,artificial/01_knap_sc_100_200_12.csv,100,200,340,16:40:00,-,0:00:00.000368,531.0,482.0,7.0,-,-,
WeightSortGreedy,artificial/01_knap_sc_100_200_12.csv,100,200,340,16:40:00,-,0:00:00.000423,339.0,199.0,20.0,-,-,
RatiosortAndConvergeGreedy,artificial/01_knap_sc_100_200_12.csv,100,200,340,16:40:00,-,0:00:00.075304,339.0,199,20,-,-,
TopDownDynamicProgramming,artificial/01_knap_sc_100_200_12.csv,100,200,340,16:40:00,-,0:00:00.107631,340,200,20.0,-,-,
BottomUpDynamicProgramming,artificial/01_knap_sc_100_200_12.csv,100,200,340,16:40:00,-,0:00:00.103358,340,200,20.0,-,-,
FullyPolyNomial,artificial/01_knap_sc_100_200_12.csv,100,200,340,16:40:00,-,0:00:00.120433,339.99118999999996,200,20,-,-,
GeneticProgramming,artificial/01_knap_sc_100_200_12.csv,100,200,340,16:40:00,-,0:00:00.013410,1952,1644,44,10,-,
AntColony,artificial/01_knap_sc_100_200_12.csv,100,200,340,16:40:00,50,0:00:00.096805,259,196,9,200,0.75,
Randomized,artificial/01_knap_sc_100_200_12.csv,100,200,340,16:40:00,100,0:00:01.000322,221,193,4,0.2,-,
BranchAndBound,artificial/01_knap_sc_100_200_12.csv,100,200,340,6 days,-,0:00:00.000461,340,200,20,-,-,
RatioSortGreedy,artificial/01_knap_sc_100_200_12.csv,100,200,340,6 days,-,0:00:00.000369,531.0,482.0,7.0,-,-,
ValueSortGreedy,artificial/01_knap_sc_100_200_12.csv,100,200,340,6 days,-,0:00:00.000308,531.0,482.0,7.0,-,-,
WeightSortGreedy,artificial/01_knap_sc_100_200_12.csv,100,200,340,6 days,-,0:00:00.000387,339.0,199.0,20.0,-,-,
RatiosortAndConvergeGreedy,artificial/01_knap_sc_100_200_12.csv,100,200,340,6 days,-,0:00:00.071490,339.0,199,20,-,-,
TopDownDynamicProgramming,artificial/01_knap_sc_100_200_12.csv,100,200,340,6 days,-,0:00:00.106879,340,200,20.0,-,-,
BottomUpDynamicProgramming,artificial/01_knap_sc_100_200_12.csv,100,200,340,6 days,-,0:00:00.101414,340,200,20.0,-,-,
FullyPolyNomial,artificial/01_knap_sc_100_200_12.csv,100,200,340,6 days,-,0:00:00.123668,339.99118999999996,200,20,-,-,
GeneticProgramming,artificial/01_knap_sc_100_200_12.csv,100,200,340,6 days,-,0:00:00.013174,2372,2022,50,10,-,
AntColony,artificial/01_knap_sc_100_200_12.csv,100,200,340,6 days,50,0:00:00.098219,263,200,9,200,0.75,
Randomized,artificial/01_knap_sc_100_200_12.csv,100,200,340,6 days,100,0:00:10.000318,222,194,4,0.2,-,
