TopDownDynamicProgramming,artificial/01_knap_un_100_200_10.csv,100,200,789,1:40:00,-,0:00:00.100477,761,264,18.0,-,-,
BottomUpDynamicProgramming,artificial/01_knap_un_100_200_10.csv,100,200,789,1:40:00,-,0:00:00.100548,742,200,16.0,-,-,
FullyPolyNomial,artificial/01_knap_un_100_200_10.csv,100,200,789,1:40:00,-,0:00:00.104476,741.99426,200,16,-,-,
GeneticProgramming,artificial/01_knap_un_100_200_10.csv,100,200,789,1:40:00,-,0:00:00.013800,1338,1575,41,10,-,
AntColony,artificial/01_knap_un_100_200_10.csv,100,200,789,1:40:00,50,0:00:00.095022,372,117,7,200,0.75,
Randomized,artificial/01_knap_un_100_200_10.csv,100,200,789,1:40:00,100,0:00:00.100297,432,199,7,0.2,-,
BranchAndBound,artificial/01_knap_un_100_200_10.csv,100,200,789,16:40:00,-,0:00:00.000290,789,200,16,-,-,
RatioSortGreedy,artificial/01_knap_un_100_200_10.csv,100,200,789,16:40:00,-,0:00:00.000229,4.0,183.0,3.0,-,-,
ValueSortGreedy,artificial/01_knap_un_100_200_10.csv,100,200,789,16:40:00,-,0:00:00.000381,649.0,353.0,10.0,-,-,
WeightSortGreedy,artificial/01_knap_un_100_200_10.csv,100,200,789,16:40:00,-,0:00:00.000361,611.0,185.0,21.0,-,-,
RatiosortAndConvergeGreedy,artificial/01_knap_un_100_200_10.csv,100,200,789,16:40:00,-,0:00:00.078223,783.0,199,18,-,-,
TopDownDynamicProgramming,artificial/01_knap_un_100_200_10.csv,100,200,789,16:40:00,-,0:00:00.116512,789,200,16.0,-,-,
BottomUpDynamicProgramming,artificial/01_knap_un_100_200_10.csv,100,200,789,16:40:00,-,0:00:00.107930,789,200,16.0,-,-,
FullyPolyNomial,artificial/01_knap_un_100_200_10.csv,100,200,789,16:40:00,-,0:00:00.129956,788.9943000000001,200,16,-,-,
GeneticProgramming,artificial/01_knap_un_100_200_10.csv,100,200,789,16:40:00,-,0:00:00.014031,1731,2123,55,10,-,
AntColony,artificial/01_knap_un_100_200_10.csv,100,200,789,16:40:00,50,0:00:00.094422,375,150,8,200,0.75,
BranchAndBound,artificial/01_knap_un_100_200_10.csv,100,200,789,6 days,-,0:00:00.000307,789,200,16,-,-,
RatioSortGreedy,artificial/01_knap_un_100_200_10.csv,100,200,789,6 days,-,0:00:00.000225,4.0,183.0,3.0,-,-,
ValueSortGreedy,artificial/01_knap_un_100_200_10.csv,100,200,789,6 days,-,0:00:00.000337,649.0,353.0,10.0,-,-,
WeightSortGreedy,artificial/01_knap_un_100_200_10.csv,100,200,789,6 days,-,0:00:00.000310,611.0,185.0,21.0,-,-,
RatiosortAndConvergeGreedy,artificial/01_knap_un_100_200_10.csv,100,200,789,6 days,-,0:00:00.076137,783.0,199,18,-,-,
TopDownDynamicProgramming,artificial/01_knap_un_100_200_10.csv,100,200,789,6 days,-,0:00:00.116415,789,200,16.0,-,-,
BottomUpDynamicProgramming,artificial/01_knap_un_100_200_10.csv,100,200,789,6 days, 22:40:00,-,0:00:00.109306,789,200,16.0,-,-,
FullyPolyNomial,artificial/01_knap_un_100_200_10.csv,100,200,789,6 days,-,0:00:00.131439,788.9943000000001,200,16,-,-,
GeneticProgramming,artificial/01_knap_un_100_200_10.csv,100,200,789,6 days,-,0:00:00.014590,1518,1653,44,10,-,
AntColony,artificial/01_knap_un_100_200_10.csv,100,200,789,6 days,50,0:00:00.087922,395,155,8,200,0.75,
Randomized,artificial/01_knap_un_100_200_10.csv,100,200,789,6 days,100,0:00:10.000301,437,184,7,0.2,-,
